Workload,Replication,From,To,Transitions,Probability,TotalFrom
WL-BASE-NO-REN-REP04,4,Beverage,Beverage,27,0.19852941176470587,136
WL-BASE-NO-REN-REP04,4,Beverage,Dessert,41,0.3014705882352941,136
WL-BASE-NO-REN-REP04,4,Beverage,SINK,26,0.19117647058823528,136
WL-BASE-NO-REN-REP04,4,Dessert,Grill,42,0.2916666666666667,144
WL-BASE-NO-REN-REP04,4,Dessert,Beverage,37,0.2569444444444444,144
WL-BASE-NO-REN-REP04,4,Dessert,Dessert,28,0.19444444444444445,144
WL-BASE-NO-REN-REP04,4,Dessert,SINK,37,0.2569444444444444,144
WL-BASE-NO-REN-REP05,5,Grill,Grill,41,0.2192513368983957,187
WL-BASE-NO-REN-REP05,5,Grill,Beverage,60,0.32085561497326204,187
WL-BASE-NO-REN-REP05,5,Grill,Dessert,54,0.2887700534759358,187
WL-BASE-NO-REN-REP05,5,Grill,SINK,32,0.1711229946524064,187
WL-BASE-NO-REN-REP05,5,Beverage,Grill,58,0.32044198895027626,181
WL-BASE-NO-REN-REP05,5,Beverage,Beverage,33,0.18232044198895028,181
WL-BASE-NO-REN-REP05,5,Beverage,Dessert,54,0.2983425414364641,181
WL-BASE-NO-REN-REP05,5,Beverage,SINK,36,0.19889502762430938,181
WL-BASE-NO-REN-REP05,5,Dessert,Grill,53,0.2864864864864865,185
WL-BASE-NO-REN-REP05,5,Dessert,Beverage,53,0.2864864864864865,185
WL-BASE-NO-REN-REP05,5,Dessert,Dessert,35,0.1891891891891892,185
WL-BASE-NO-REN-REP05,5,Dessert,SINK,44,0.23783783783783785,185
WL-BASE-NO-REN-REP06,6,Grill,Grill,23,0.1885245901639344,122
WL-BASE-NO-REN-REP06,6,Grill,Beverage,40,0.32786885245901637,122
WL-BASE-NO-REN-REP06,6,Grill,Dessert,25,0.20491803278688525,122
WL-BASE-NO-REN-REP06,6,Grill,SINK,34,0.2786885245901639,122
WL-BASE-NO-REN-REP06,6,Beverage,Grill,43,0.30714285714285716,140
WL-BASE-NO-REN-REP06,6,Beverage,Beverage,26,0.18571428571428572,140
WL-BASE-NO-REN-REP06,6,Beverage,Dessert,40,0.2857142857142857,140
WL-BASE-NO-REN-REP06,6,Beverage,SINK,31,0.22142857142857142,140
WL-BASE-NO-REN-REP06,6,Dessert,Grill,33,0.22916666666666666,144
WL-BASE-NO-REN-REP06,6,Dessert,Beverage,49,0.3402777777777778,144
WL-BASE-NO-REN-REP06,6,Dessert,Dessert,35,0.24305555555555555,144
WL-BASE-NO-REN-REP06,6,Dessert,SINK,27,0.1875,144
WL-BASE-NO-REN-REP07,7,Grill,Grill,29,0.1870967741935484,155
WL-BASE-NO-REN-REP07,7,Grill,Beverage,48,0.3096774193548387,155
WL-BASE-NO-REN-REP07,7,Grill,Dessert,56,0.36129032258064514,155
WL-BASE-NO-REN-REP07,7,Grill,SINK,22,0.14193548387096774,155
WL-BASE-NO-REN-REP07,7,Beverage,Grill,51,0.2947976878612717,173
WL-BASE-NO-REN-REP07,7,Beverage,Beverage,35,0.2023121387283237,173
WL-BASE-NO-REN-REP07,7,Beverage,Dessert,52,0.30057803468208094,173
WL-BASE-NO-REN-REP07,7,Beverage,SINK,35,0.2023121387283237,173
WL-BASE-NO-REN-REP07,7,Dessert,Grill,48,0.2711864406779661,177
WL-BASE-NO-REN-REP07,7,Dessert,Beverage,55,0.3107344632768362,177
WL-BASE-NO-REN-REP07,7,Dessert,Dessert,33,0.1864406779661017,177
WL-BASE-NO-REN-REP07,7,Dessert,SINK,41,0.23163841807909605,177
WL-BASE-NO-REN-REP08,8,Grill,Grill,33,0.17647058823529413,187
WL-BASE-NO-REN-REP08,8,Grill,Beverage,61,0.32620320855614976,187
WL-BASE-NO-REN-REP08,8,Grill,Dessert,56,0.2994652406417112,187
WL-BASE-NO-REN-REP08,8,Grill,SINK,37,0.19786096256684493,187
WL-BASE-NO-REN-REP08,8,Beverage,Grill,67,0.3544973544973545,189
WL-BASE-NO-REN-REP08,8,Beverage,Beverage,32,0.1693121693121693,189
WL-BASE-NO-REN-REP08,8,Beverage,Dessert,56,0.2962962962962963,189
WL-BASE-NO-REN-REP08,8,Beverage,SINK,34,0.17989417989417988,189
WL-BASE-NO-REN-REP08,8,Dessert,Grill,50,0.26737967914438504,187
WL-BASE-NO-REN-REP08,8,Dessert,Beverage,59,0.3155080213903743,187
WL-BASE-NO-REN-REP08,8,Dessert,Dessert,38,0.20320855614973263,187
WL-BASE-NO-REN-REP08,8,Dessert,SINK,40,0.21390374331550802,187
WL-BASE-NO-REN-REP09,9,Grill,Grill,32,0.19393939393939394,165
WL-BASE-NO-REN-REP09,9,Grill,Beverage,46,0.2787878787878788,165
WL-BASE-NO-REN-REP09,9,Grill,Dessert,44,0.26666666666666666,165
WL-BASE-NO-REN-REP09,9,Grill,SINK,43,0.2606060606060606,165
WL-BASE-NO-REN-REP09,9,Beverage,Grill,46,0.304635761589404,151
WL-BASE-NO-REN-REP09,9,Beverage,Beverage,28,0.18543046357615894,151
WL-BASE-NO-REN-REP09,9,Beverage,Dessert,42,0.2781456953642384,151
WL-BASE-NO-REN-REP09,9,Beverage,SINK,35,0.23178807947019867,151
WL-BASE-NO-REN-REP09,9,Dessert,Grill,49,0.3223684210526316,152
WL-BASE-NO-REN-REP09,9,Dessert,Beverage,42,0.27631578947368424,152
WL-BASE-NO-REN-REP09,9,Dessert,Dessert,30,0.19736842105263158,152
WL-BASE-NO-REN-REP09,9,Dessert,SINK,31,0.20394736842105263,152
WL-BASE-NO-REN-REP10,10,Grill,Grill,30,0.20270270270270271,148
WL-BASE-NO-REN-REP10,10,Grill,Beverage,46,0.3108108108108108,148
WL-BASE-NO-REN-REP10,10,Grill,Dessert,43,0.2905405405405405,148
WL-BASE-NO-REN-REP10,10,Grill,SINK,29,0.19594594594594594,148
WL-BASE-NO-REN-REP10,10,Beverage,Grill,42,0.27631578947368424,152
WL-BASE-NO-REN-REP10,10,Beverage,Beverage,33,0.21710526315789475,152
WL-BASE-NO-REN-REP10,10,Beverage,Dessert,44,0.2894736842105263,152
WL-BASE-NO-REN-REP10,10,Beverage,SINK,33,0.21710526315789475,152
WL-BASE-NO-REN-REP10,10,Dessert,Grill,46,0.26436781609195403,174
WL-BASE-NO-REN-REP10,10,Dessert,Beverage,37,0.21264367816091953,174
WL-BASE-NO-REN-REP10,10,Dessert,Dessert,47,0.27011494252873564,174
WL-BASE-NO-REN-REP10,10,Dessert,SINK,44,0.25287356321839083,174
WL-BASE-NO-REN-REP11,11,Grill,Grill,29,0.18354430379746836,158
WL-BASE-NO-REN-REP11,11,Grill,Beverage,50,0.31645569620253167,158
WL-BASE-NO-REN-REP11,11,Grill,Dessert,43,0.2721518987341772,158
WL-BASE-NO-REN-REP11,11,Grill,SINK,36,0.22784810126582278,158
WL-BASE-NO-REN-REP11,11,Beverage,Grill,42,0.25925925925925924,162
WL-BASE-NO-REN-REP11,11,Beverage,Beverage,35,0.21604938271604937,162
WL-BASE-NO-REN-REP11,11,Beverage,Dessert,45,0.2777777777777778,162
WL-BASE-NO-REN-REP11,11,Beverage,SINK,40,0.24691358024691357,162
WL-BASE-NO-REN-REP11,11,Dessert,Grill,46,0.30666666666666664,150
WL-BASE-NO-REN-REP11,11,Dessert,Beverage,45,0.3,150
WL-BASE-NO-REN-REP11,11,Dessert,Dessert,24,0.16,150
WL-BASE-NO-REN-REP11,11,Dessert,SINK,35,0.23333333333333334,150
WL-BASE-NO-REN-REP12,12,Grill,Grill,27,0.18243243243243243,148
WL-BASE-NO-REN-REP12,12,Grill,Beverage,48,0.32432432432432434,148
WL-BASE-NO-REN-REP12,12,Grill,Dessert,45,0.30405405405405406,148
WL-BASE-NO-REN-REP12,12,Grill,SINK,28,0.1891891891891892,148
WL-BASE-NO-REN-REP12,12,Beverage,Grill,41,0.26282051282051283,156
WL-BASE-NO-REN-REP12,12,Beverage,Beverage,31,0.1987179487179487,156
WL-BASE-NO-REN-REP12,12,Beverage,Dessert,47,0.30128205128205127,156
WL-BASE-NO-REN-REP12,12,Beverage,SINK,37,0.23717948717948717,156
WL-BASE-NO-REN-REP12,12,Dessert,Grill,47,0.30718954248366015,153
WL-BASE-NO-REN-REP12,12,Dessert,Beverage,51,0.3333333333333333,153
WL-BASE-NO-REN-REP12,12,Dessert,Dessert,33,0.21568627450980393,153
WL-BASE-NO-REN-REP12,12,Dessert,SINK,22,0.1437908496732026,153
WL-BASE-NO-REN-REP13,13,Grill,Grill,34,0.192090395480226,177
WL-BASE-NO-REN-REP13,13,Grill,Beverage,55,0.3107344632768362,177
WL-BASE-NO-REN-REP13,13,Grill,Dessert,57,0.3220338983050847,177
WL-BASE-NO-REN-REP13,13,Grill,SINK,31,0.1751412429378531,177
WL-BASE-NO-REN-REP13,13,Beverage,Grill,48,0.2681564245810056,179
WL-BASE-NO-REN-REP13,13,Beverage,Beverage,41,0.22905027932960895,179
WL-BASE-NO-REN-REP13,13,Beverage,Dessert,51,0.2849162011173184,179
WL-BASE-NO-REN-REP13,13,Beverage,SINK,39,0.21787709497206703,179
WL-BASE-NO-REN-REP13,13,Dessert,Grill,48,0.3096774193548387,155
WL-BASE-NO-REN-REP13,13,Dessert,Beverage,57,0.36774193548387096,155
WL-BASE-NO-REN-REP13,13,Dessert,Dessert,24,0.15483870967741936,155
WL-BASE-NO-REN-REP13,13,Dessert,SINK,26,0.16774193548387098,155
WL-BASE-NO-REN-REP14,14,Grill,Grill,45,0.225,200
WL-BASE-NO-REN-REP14,14,Grill,Beverage,51,0.255,200
WL-BASE-NO-REN-REP14,14,Grill,Dessert,60,0.3,200
WL-BASE-NO-REN-REP14,14,Grill,SINK,44,0.22,200
WL-BASE-NO-REN-REP14,14,Beverage,Grill,59,0.31216931216931215,189
WL-BASE-NO-REN-REP14,14,Beverage,Beverage,39,0.20634920634920634,189
WL-BASE-NO-REN-REP14,14,Beverage,Dessert,54,0.2857142857142857,189
WL-BASE-NO-REN-REP14,14,Beverage,SINK,37,0.19576719576719576,189
WL-BASE-NO-REN-REP14,14,Dessert,Grill,61,0.305,200
WL-BASE-NO-REN-REP14,14,Dessert,Beverage,63,0.315,200
WL-BASE-NO-REN-REP14,14,Dessert,Dessert,49,0.245,200
WL-BASE-NO-REN-REP14,14,Dessert,SINK,27,0.135,200
WL-BASE-NO-REN-REP15,15,Grill,Grill,25,0.18115942028985507,138
WL-BASE-NO-REN-REP15,15,Grill,Beverage,41,0.2971014492753623,138
WL-BASE-NO-REN-REP15,15,Grill,Dessert,43,0.3115942028985507,138
WL-BASE-NO-REN-REP15,15,Grill,SINK,29,0.21014492753623187,138
WL-BASE-NO-REN-REP15,15,Beverage,Grill,45,0.29411764705882354,153
WL-BASE-NO-REN-REP15,15,Beverage,Beverage,32,0.20915032679738563,153
WL-BASE-NO-REN-REP15,15,Beverage,Dessert,43,0.28104575163398693,153
WL-BASE-NO-REN-REP15,15,Beverage,SINK,33,0.21568627450980393,153
WL-BASE-NO-REN-REP15,15,Dessert,Grill,36,0.2517482517482518,143
WL-BASE-NO-REN-REP15,15,Dessert,Beverage,41,0.2867132867132867,143
WL-BASE-NO-REN-REP15,15,Dessert,Dessert,26,0.18181818181818182,143
WL-BASE-NO-REN-REP15,15,Dessert,SINK,40,0.27972027972027974,143
WL-BASE-NO-REN-REP16,16,Grill,Grill,22,0.14864864864864866,148
WL-BASE-NO-REN-REP16,16,Grill,Beverage,54,0.36486486486486486,148
WL-BASE-NO-REN-REP16,16,Grill,Dessert,45,0.30405405405405406,148
WL-BASE-NO-REN-REP16,16,Grill,SINK,27,0.18243243243243243,148
WL-BASE-NO-REN-REP16,16,Beverage,Grill,50,0.3105590062111801,161
WL-BASE-NO-REN-REP16,16,Beverage,Beverage,35,0.21739130434782608,161
WL-BASE-NO-REN-REP16,16,Beverage,Dessert,46,0.2857142857142857,161
WL-BASE-NO-REN-REP16,16,Beverage,SINK,30,0.18633540372670807,161
WL-BASE-NO-REN-REP16,16,Dessert,Grill,46,0.27380952380952384,168
WL-BASE-NO-REN-REP16,16,Dessert,Beverage,42,0.25,168
WL-BASE-NO-REN-REP16,16,Dessert,Dessert,44,0.2619047619047619,168
WL-BASE-NO-REN-REP16,16,Dessert,SINK,36,0.21428571428571427,168
WL-BASE-NO-REN-REP17,17,Grill,Grill,29,0.18831168831168832,154
WL-BASE-NO-REN-REP17,17,Grill,Beverage,42,0.2727272727272727,154
WL-BASE-NO-REN-REP17,17,Grill,Dessert,40,0.2597402597402597,154
WL-BASE-NO-REN-REP17,17,Grill,SINK,43,0.2792207792207792,154
WL-BASE-NO-REN-REP17,17,Beverage,Grill,41,0.2808219178082192,146
WL-BASE-NO-REN-REP17,17,Beverage,Beverage,34,0.2328767123287671,146
WL-BASE-NO-REN-REP17,17,Beverage,Dessert,49,0.3356164383561644,146
WL-BASE-NO-REN-REP17,17,Beverage,SINK,22,0.1506849315068493,146
WL-BASE-NO-REN-REP17,17,Dessert,Grill,52,0.3170731707317073,164
WL-BASE-NO-REN-REP17,17,Dessert,Beverage,47,0.2865853658536585,164
WL-BASE-NO-REN-REP17,17,Dessert,Dessert,33,0.20121951219512196,164
WL-BASE-NO-REN-REP17,17,Dessert,SINK,32,0.1951219512195122,164
WL-BASE-NO-REN-REP18,18,Grill,Grill,35,0.24822695035460993,141
WL-BASE-NO-REN-REP18,18,Grill,Beverage,36,0.2553191489361702,141
WL-BASE-NO-REN-REP18,18,Grill,Dessert,37,0.2624113475177305,141
WL-BASE-NO-REN-REP18,18,Grill,SINK,33,0.23404255319148937,141
WL-BASE-NO-REN-REP18,18,Beverage,Grill,36,0.26865671641791045,134
WL-BASE-NO-REN-REP18,18,Beverage,Beverage,30,0.22388059701492538,134
WL-BASE-NO-REN-REP18,18,Beverage,Dessert,31,0.23134328358208955,134
WL-BASE-NO-REN-REP18,18,Beverage,SINK,37,0.27611940298507465,134
WL-BASE-NO-REN-REP18,18,Dessert,Grill,37,0.296,125
WL-BASE-NO-REN-REP18,18,Dessert,Beverage,38,0.304,125
WL-BASE-NO-REN-REP18,18,Dessert,Dessert,21,0.168,125
WL-BASE-NO-REN-REP18,18,Dessert,SINK,29,0.232,125
WL-BASE-NO-REN-REP19,19,Grill,Grill,27,0.1888111888111888,143
WL-BASE-NO-REN-REP19,19,Grill,Beverage,41,0.2867132867132867,143
WL-BASE-NO-REN-REP19,19,Grill,Dessert,46,0.32167832167832167,143
WL-BASE-NO-REN-REP19,19,Grill,SINK,29,0.20279720279720279,143
WL-BASE-NO-REN-REP19,19,Beverage,Grill,45,0.3146853146853147,143
WL-BASE-NO-REN-REP19,19,Beverage,Beverage,32,0.22377622377622378,143
WL-BASE-NO-REN-REP19,19,Beverage,Dessert,44,0.3076923076923077,143
WL-BASE-NO-REN-REP19,19,Beverage,SINK,22,0.15384615384615385,143
WL-BASE-NO-REN-REP19,19,Dessert,Grill,41,0.2867132867132867,143
WL-BASE-NO-REN-REP19,19,Dessert,Beverage,44,0.3076923076923077,143
WL-BASE-NO-REN-REP19,19,Dessert,Dessert,24,0.16783216783216784,143
WL-BASE-NO-REN-REP19,19,Dessert,SINK,34,0.23776223776223776,143
WL-BASE-NO-REN-REP20,20,Grill,Grill,26,0.15294117647058825,170
WL-BASE-NO-REN-REP20,20,Grill,Beverage,53,0.31176470588235294,170
WL-BASE-NO-REN-REP20,20,Grill,Dessert,55,0.3235294117647059,170
WL-BASE-NO-REN-REP20,20,Grill,SINK,36,0.21176470588235294,170
WL-BASE-NO-REN-REP20,20,Beverage,Grill,58,0.31521739130434784,184
WL-BASE-NO-REN-REP20,20,Beverage,Beverage,40,0.21739130434782608,184
WL-BASE-NO-REN-REP20,20,Beverage,Dessert,52,0.2826086956521739,184
WL-BASE-NO-REN-REP20,20,Beverage,SINK,34,0.18478260869565216,184
WL-BASE-NO-REN-REP20,20,Dessert,Grill,57,0.3149171270718232,181
WL-BASE-NO-REN-REP20,20,Dessert,Beverage,54,0.2983425414364641,181
WL-BASE-NO-REN-REP20,20,Dessert,Dessert,35,0.19337016574585636,181
WL-BASE-NO-REN-REP20,20,Dessert,SINK,35,0.19337016574585636,181
WL-BASE-NO-REN-REP21,21,Grill,Grill,33,0.19879518072289157,166
WL-BASE-NO-REN-REP21,21,Grill,Beverage,49,0.29518072289156627,166
WL-BASE-NO-REN-REP21,21,Grill,Dessert,58,0.3493975903614458,166
WL-BASE-NO-REN-REP21,21,Grill,SINK,26,0.1566265060240964,166
WL-BASE-NO-REN-REP21,21,Beverage,Grill,53,0.30113636363636365,176
WL-BASE-NO-REN-REP21,21,Beverage,Beverage,39,0.2215909090909091,176
WL-BASE-NO-REN-REP21,21,Beverage,Dessert,52,0.29545454545454547,176
WL-BASE-NO-REN-REP21,21,Beverage,SINK,32,0.18181818181818182,176
WL-BASE-NO-REN-REP21,21,Dessert,Grill,52,0.3076923076923077,169
WL-BASE-NO-REN-REP21,21,Dessert,Beverage,47,0.2781065088757396,169
WL-BASE-NO-REN-REP21,21,Dessert,Dessert,31,0.1834319526627219,169
WL-BASE-NO-REN-REP21,21,Dessert,SINK,39,0.23076923076923078,169
WL-BASE-NO-REN-REP22,22,Grill,Grill,25,0.16447368421052633,152
WL-BASE-NO-REN-REP22,22,Grill,Beverage,49,0.3223684210526316,152
WL-BASE-NO-REN-REP22,22,Grill,Dessert,50,0.32894736842105265,152
WL-BASE-NO-REN-REP22,22,Grill,SINK,28,0.18421052631578946,152
WL-BASE-NO-REN-REP22,22,Beverage,Grill,56,0.30434782608695654,184
WL-BASE-NO-REN-REP22,22,Beverage,Beverage,30,0.16304347826086957,184
WL-BASE-NO-REN-REP22,22,Beverage,Dessert,59,0.32065217391304346,184
WL-BASE-NO-REN-REP22,22,Beverage,SINK,39,0.21195652173913043,184
WL-BASE-NO-REN-REP22,22,Dessert,Grill,43,0.2670807453416149,161
WL-BASE-NO-REN-REP22,22,Dessert,Beverage,61,0.37888198757763975,161
WL-BASE-NO-REN-REP22,22,Dessert,Dessert,23,0.14285714285714285,161
WL-BASE-NO-REN-REP22,22,Dessert,SINK,34,0.2111801242236025,161
WL-BASE-NO-REN-REP23,23,Grill,Grill,24,0.16,150
WL-BASE-NO-REN-REP23,23,Grill,Beverage,43,0.2866666666666667,150
WL-BASE-NO-REN-REP23,23,Grill,Dessert,38,0.25333333333333335,150
WL-BASE-NO-REN-REP23,23,Grill,SINK,45,0.3,150
WL-BASE-NO-REN-REP23,23,Beverage,Grill,37,0.26811594202898553,138
WL-BASE-NO-REN-REP23,23,Beverage,Beverage,33,0.2391304347826087,138
WL-BASE-NO-REN-REP23,23,Beverage,Dessert,37,0.26811594202898553,138
WL-BASE-NO-REN-REP23,23,Beverage,SINK,31,0.2246376811594203,138
WL-BASE-NO-REN-REP23,23,Dessert,Grill,53,0.39849624060150374,133
WL-BASE-NO-REN-REP23,23,Dessert,Beverage,32,0.24060150375939848,133
WL-BASE-NO-REN-REP23,23,Dessert,Dessert,18,0.13533834586466165,133
WL-BASE-NO-REN-REP23,23,Dessert,SINK,30,0.22556390977443608,133
WL-BASE-NO-REN-REP24,24,Grill,Grill,22,0.15942028985507245,138
WL-BASE-NO-REN-REP24,24,Grill,Beverage,47,0.34057971014492755,138
WL-BASE-NO-REN-REP24,24,Grill,Dessert,48,0.34782608695652173,138
WL-BASE-NO-REN-REP24,24,Grill,SINK,21,0.15217391304347827,138
WL-BASE-NO-REN-REP24,24,Beverage,Grill,41,0.2679738562091503,153
WL-BASE-NO-REN-REP24,24,Beverage,Beverage,37,0.24183006535947713,153
WL-BASE-NO-REN-REP24,24,Beverage,Dessert,41,0.2679738562091503,153
WL-BASE-NO-REN-REP24,24,Beverage,SINK,34,0.2222222222222222,153
WL-BASE-NO-REN-REP24,24,Dessert,Grill,50,0.3048780487804878,164
WL-BASE-NO-REN-REP24,24,Dessert,Beverage,41,0.25,164
WL-BASE-NO-REN-REP24,24,Dessert,Dessert,38,0.23170731707317074,164
WL-BASE-NO-REN-REP24,24,Dessert,SINK,35,0.21341463414634146,164
WL-BASE-NO-REN-REP25,25,Grill,Grill,28,0.16766467065868262,167
WL-BASE-NO-REN-REP25,25,Grill,Beverage,62,0.3712574850299401,167
WL-BASE-NO-REN-REP25,25,Grill,Dessert,49,0.2934131736526946,167
WL-BASE-NO-REN-REP25,25,Grill,SINK,28,0.16766467065868262,167
WL-BASE-NO-REN-REP25,25,Beverage,Grill,44,0.22797927461139897,193
WL-BASE-NO-REN-REP25,25,Beverage,Beverage,48,0.24870466321243523,193
WL-BASE-NO-REN-REP25,25,Beverage,Dessert,57,0.29533678756476683,193
WL-BASE-NO-REN-REP25,25,Beverage,SINK,44,0.22797927461139897,193
WL-BASE-NO-REN-REP25,25,Dessert,Grill,63,0.3247422680412371,194
WL-BASE-NO-REN-REP25,25,Dessert,Beverage,49,0.25257731958762886,194
WL-BASE-NO-REN-REP25,25,Dessert,Dessert,49,0.25257731958762886,194
WL-BASE-NO-REN-REP25,25,Dessert,SINK,33,0.17010309278350516,194
WL-BASE-NO-REN-REP26,26,Grill,Grill,34,0.2328767123287671,146
WL-BASE-NO-REN-REP26,26,Grill,Beverage,47,0.3219178082191781,146
WL-BASE-NO-REN-REP26,26,Grill,Dessert,40,0.273972602739726,146
WL-BASE-NO-REN-REP26,26,Grill,SINK,25,0.17123287671232876,146
WL-BASE-NO-REN-REP26,26,Beverage,Grill,45,0.26785714285714285,168
WL-BASE-NO-REN-REP26,26,Beverage,Beverage,33,0.19642857142857142,168
WL-BASE-NO-REN-REP26,26,Beverage,Dessert,57,0.3392857142857143,168
WL-BASE-NO-REN-REP26,26,Beverage,SINK,33,0.19642857142857142,168
WL-BASE-NO-REN-REP26,26,Dessert,Grill,43,0.25146198830409355,171
WL-BASE-NO-REN-REP26,26,Dessert,Beverage,62,0.36257309941520466,171
WL-BASE-NO-REN-REP26,26,Dessert,Dessert,41,0.23976608187134502,171
WL-BASE-NO-REN-REP26,26,Dessert,SINK,25,0.14619883040935672,171
WL-BASE-NO-REN-REP27,27,Grill,Grill,36,0.21951219512195122,164
WL-BASE-NO-REN-REP27,27,Grill,Beverage,38,0.23170731707317074,164
WL-BASE-NO-REN-REP27,27,Grill,Dessert,50,0.3048780487804878,164
WL-BASE-NO-REN-REP27,27,Grill,SINK,40,0.24390243902439024,164
WL-BASE-NO-REN-REP27,27,Beverage,Grill,45,0.3237410071942446,139
WL-BASE-NO-REN-REP27,27,Beverage,Beverage,24,0.17266187050359713,139
WL-BASE-NO-REN-REP27,27,Beverage,Dessert,40,0.28776978417266186,139
WL-BASE-NO-REN-REP27,27,Beverage,SINK,30,0.2158273381294964,139
WL-BASE-NO-REN-REP27,27,Dessert,Grill,43,0.28859060402684567,149
WL-BASE-NO-REN-REP27,27,Dessert,Beverage,46,0.3087248322147651,149
WL-BASE-NO-REN-REP27,27,Dessert,Dessert,26,0.174496644295302,149
WL-BASE-NO-REN-REP27,27,Dessert,SINK,34,0.22818791946308725,149
WL-BASE-NO-REN-REP28,28,Grill,Grill,24,0.15286624203821655,157
WL-BASE-NO-REN-REP28,28,Grill,Beverage,48,0.3057324840764331,157
WL-BASE-NO-REN-REP28,28,Grill,Dessert,49,0.31210191082802546,157
WL-BASE-NO-REN-REP28,28,Grill,SINK,36,0.22929936305732485,157
WL-BASE-NO-REN-REP28,28,Beverage,Grill,51,0.28651685393258425,178
WL-BASE-NO-REN-REP28,28,Beverage,Beverage,35,0.19662921348314608,178
WL-BASE-NO-REN-REP28,28,Beverage,Dessert,60,0.33707865168539325,178
WL-BASE-NO-REN-REP28,28,Beverage,SINK,32,0.1797752808988764,178
WL-BASE-NO-REN-REP28,28,Dessert,Grill,57,0.32947976878612717,173
WL-BASE-NO-REN-REP28,28,Dessert,Beverage,47,0.27167630057803466,173
WL-BASE-NO-REN-REP28,28,Dessert,Dessert,35,0.2023121387283237,173
WL-BASE-NO-REN-REP28,28,Dessert,SINK,34,0.19653179190751446,173
WL-BASE-NO-REN-REP29,29,Grill,Grill,46,0.26436781609195403,174
WL-BASE-NO-REN-REP29,29,Grill,Beverage,39,0.22413793103448276,174
WL-BASE-NO-REN-REP29,29,Grill,Dessert,54,0.3103448275862069,174
WL-BASE-NO-REN-REP29,29,Grill,SINK,35,0.20114942528735633,174
WL-BASE-NO-REN-REP29,29,Beverage,Grill,43,0.3049645390070922,141
