Workload,Replication,Queue,AllowReneging,Servers,Buffer,ServiceRate,E_T,E_N,U,P_reject,Lambda,Arrivals,Rejected,Reneged
WL-BASE-NO-REN-REP08,8,Grill,0,3,10,0.3333333333333333,3.116271990500875,0.926950203321513,0.29745484545221784,0.0,0.29745484545221784,187,0,0
WL-BASE-NO-REN-REP08,8,Beverage,0,3,10,0.3,3.119387518165277,0.937800749577274,0.3340402007752179,0.0,0.3006361806976961,189,0,0
WL-BASE-NO-REN-REP08,8,Dessert,0,3,10,0.25,3.598546479762101,1.0704050869902584,0.3966064606029571,0.0,0.29745484545221784,187,0,0
WL-BASE-NO-REN-REP09,9,Entrance 1,0,1,inf,0.5,3.6348430250968753,0.3307329550181724,0.1819792231656869,0.0,0.09098961158284345,57,0,0
WL-BASE-NO-REN-REP09,9,Entrance 2,0,1,inf,0.5,1.5958051042710553,0.1324646965469509,0.16601613341431087,0.0,0.08300806670715544,52,0,0
WL-BASE-NO-REN-REP09,9,Grill,0,3,10,0.3333333333333333,3.0758059057984157,0.810139534579198,0.26339098089770474,0.0,0.26339098089770474,165,0,0
WL-BASE-NO-REN-REP09,9,Beverage,0,3,10,0.3,3.2957968117861944,0.7944276146635149,0.26782517249530924,0.0,0.24104265524577828,151,0,0
WL-BASE-NO-REN-REP09,9,Dessert,0,3,10,0.25,4.5256451702078335,1.0980978565306192,0.3235186189612212,0.0,0.24263896422091588,152,0,0
WL-BASE-NO-REN-REP10,10,Entrance 1,0,1,inf,0.5,2.5198490958110087,0.1756107871319773,0.1393819871387634,0.0,0.0696909935693817,46,0,0
WL-BASE-NO-REN-REP10,10,Entrance 2,0,1,inf,0.5,3.549655983714525,0.3226683291320429,0.18180259192012618,0.0,0.09090129596006309,60,0,0
WL-BASE-NO-REN-REP10,10,Grill,0,3,10,0.3333333333333333,3.0704811866137884,0.6884731070743247,0.22422319670148896,0.0,0.22422319670148896,148,0,0
WL-BASE-NO-REN-REP10,10,Beverage,0,3,10,0.3,3.671383972649059,0.8454583547380377,0.2558703145542517,0.0,0.2302832830988265,152,0,0
WL-BASE-NO-REN-REP10,10,Dessert,0,3,10,0.25,4.1805182615091825,1.1020421304920944,0.35148501104557733,0.0,0.263613758284183,174,0,0
WL-BASE-NO-REN-REP11,11,Entrance 1,0,1,inf,0.5,2.5548249363897217,0.19477929556838894,0.15247956350671585,0.0,0.07623978175335792,47,0,0
WL-BASE-NO-REN-REP11,11,Entrance 2,0,1,inf,0.5,2.1893354345499523,0.22728776948423,0.20763174605169818,0.0,0.10381587302584909,64,0,0
WL-BASE-NO-REN-REP11,11,Grill,0,3,10,0.3333333333333333,3.3919863341841836,0.86935061823223,0.2562954365325649,0.0,0.2562954365325649,158,0,0
WL-BASE-NO-REN-REP11,11,Beverage,0,3,10,0.3,3.837906218742968,1.0085400737469083,0.29198214288520064,0.0,0.26278392859668054,162,0,0
WL-BASE-NO-REN-REP11,11,Dessert,0,3,10,0.25,4.192933757173213,1.0202181528292749,0.32442460320577843,0.0,0.2433184524043338,150,0,0
WL-BASE-NO-REN-REP12,12,Entrance 1,0,1,inf,0.5,2.110304050581287,0.13938287899430327,0.1320974377658139,0.0,0.06604871888290695,41,0,0
WL-BASE-NO-REN-REP12,12,Entrance 2,0,1,inf,0.5,2.2736492506660086,0.16848523241454333,0.1482068813957912,0.0,0.0741034406978956,46,0,0
WL-BASE-NO-REN-REP12,12,Grill,0,3,10,0.3333333333333333,3.29214374893738,0.7849121413502753,0.23841976572366408,0.0,0.23841976572366408,148,0,0
WL-BASE-NO-REN-REP12,12,Beverage,0,3,10,0.3,3.8405680797537625,0.9651628738109812,0.27923035625293996,0.0,0.25130732062764594,156,0,0
WL-BASE-NO-REN-REP12,12,Dessert,0,3,10,0.25,3.9967002487996393,0.985084645668497,0.32863265005153697,0.0,0.24647448753865273,153,0,0
WL-BASE-NO-REN-REP13,13,Entrance 1,0,1,inf,0.5,2.103691257531014,0.18080624051511754,0.17189427380833425,0.0,0.08594713690416712,53,0,0
WL-BASE-NO-REN-REP13,13,Entrance 2,0,1,inf,0.5,1.53904792184077,0.1073188827347636,0.13946139195770516,0.0,0.06973069597885258,43,0,0
WL-BASE-NO-REN-REP13,13,Grill,0,3,10,0.3333333333333333,2.762580952932729,0.7929463855960002,0.28703100437806756,0.0,0.28703100437806756,177,0,0
WL-BASE-NO-REN-REP13,13,Beverage,0,3,10,0.3,3.760933457220722,1.0917022986717535,0.32252699173681165,0.0,0.2902742925631305,179,0,0
WL-BASE-NO-REN-REP13,13,Dessert,0,3,10,0.25,4.867045785236831,1.2233554870849608,0.3351397791231674,0.0,0.25135483434237554,155,0,0
WL-BASE-NO-REN-REP14,14,Entrance 1,0,1,inf,0.5,2.7618419053043586,0.2687872309760288,0.19464345910589556,0.0,0.09732172955294778,63,0,0
WL-BASE-NO-REN-REP14,14,Entrance 2,0,1,inf,0.5,2.6687192511556503,0.18551740943836822,0.13903104221849683,0.0,0.06951552110924841,45,0,0
WL-BASE-NO-REN-REP14,14,Grill,0,3,10,0.3333333333333333,3.0365622649465895,0.9381698143486302,0.3089578715966596,0.0,0.3089578715966596,200,0,0
WL-BASE-NO-REN-REP14,14,Beverage,0,3,10,0.3,3.2771517386415514,0.956814225636137,0.32440576517649267,0.0,0.29196518865884336,189,0,0
WL-BASE-NO-REN-REP14,14,Dessert,0,3,10,0.25,4.41705666234948,1.3646844251213404,0.41194382879554614,0.0,0.3089578715966596,200,0,0
WL-BASE-NO-REN-REP15,15,Entrance 1,0,1,inf,0.5,2.0460715774742955,0.21193830974290315,0.20716607578755705,0.0,0.10358303789377853,63,0,0
WL-BASE-NO-REN-REP15,15,Entrance 2,0,1,inf,0.5,2.4672147542970877,0.15820479962018008,0.1282456659637258,0.0,0.0641228329818629,39,0,0
WL-BASE-NO-REN-REP15,15,Grill,0,3,10,0.3333333333333333,3.094941894611277,0.702230487773042,0.22689617824351488,0.0,0.22689617824351488,138,0,0
WL-BASE-NO-REN-REP15,15,Beverage,0,3,10,0.3,3.3898041984926084,0.8527350978091628,0.2795097847927357,0.0,0.2515588063134621,153,0,0
WL-BASE-NO-REN-REP15,15,Dessert,0,3,10,0.25,4.649224808450001,1.0931120415870343,0.3134894056891075,0.0,0.23511705426683063,143,0,0
WL-BASE-NO-REN-REP16,16,Entrance 1,0,1,inf,0.5,2.252374631203387,0.19043253720647957,0.16909490505559127,0.0,0.08454745252779564,53,0,0
WL-BASE-NO-REN-REP16,16,Entrance 2,0,1,inf,0.5,1.9866905479969978,0.1267695281465634,0.12761879626837078,0.0,0.06380939813418539,40,0,0
WL-BASE-NO-REN-REP16,16,Grill,0,3,10,0.3333333333333333,2.9805606854342463,0.7036947987279049,0.2360947730964859,0.0,0.2360947730964859,148,0,0
WL-BASE-NO-REN-REP16,16,Beverage,0,3,10,0.3,3.630432331803768,0.9324142007886247,0.2853698083223291,0.0,0.25683282749009617,161,0,0
WL-BASE-NO-REN-REP16,16,Dessert,0,3,10,0.25,4.4233106075341135,1.1854449080347007,0.35733262955143813,0.0,0.2679994721635786,168,0,0
WL-BASE-NO-REN-REP17,17,Entrance 1,0,1,inf,0.5,1.1715911084727795,0.0636703524727331,0.1086903989152499,0.0,0.05434519945762495,36,0,0
WL-BASE-NO-REN-REP17,17,Entrance 2,0,1,inf,0.5,1.9567258089363677,0.18018494212784153,0.18416984260639566,0.0,0.09208492130319783,61,0,0
WL-BASE-NO-REN-REP17,17,Grill,0,3,10,0.3333333333333333,3.1567040593731983,0.7338601002011373,0.23247668656872894,0.0,0.23247668656872894,154,0,0
WL-BASE-NO-REN-REP17,17,Beverage,0,3,10,0.3,3.411046151057307,0.751794488388958,0.24488886175349514,0.0,0.2203999755781456,146,0,0
WL-BASE-NO-REN-REP17,17,Dessert,0,3,10,0.25,3.878463765739342,0.9602012627188116,0.3300967670759441,0.0,0.2475725753069581,164,0,0
WL-BASE-NO-REN-REP18,18,Entrance 1,0,1,inf,0.5,2.052360136213492,0.17036587854305224,0.1660194773197742,0.0,0.0830097386598871,56,0,0
WL-BASE-NO-REN-REP18,18,Entrance 2,0,1,inf,0.5,2.350071801159023,0.14979268535688872,0.12747924151339804,0.0,0.06373962075669902,43,0,0
WL-BASE-NO-REN-REP18,18,Grill,0,3,10,0.3333333333333333,2.9687175568749353,0.6204817511735745,0.20900666341150145,0.0,0.20900666341150145,141,0,0
WL-BASE-NO-REN-REP18,18,Beverage,0,3,10,0.3,3.545486338717108,0.7042415330264349,0.22070049564335065,0.0,0.19863044607901556,134,0,0
WL-BASE-NO-REN-REP18,18,Dessert,0,3,10,0.25,3.764816578374835,0.697581339895771,0.24705279363061639,0.0,0.1852895952229623,125,0,0
WL-BASE-NO-REN-REP19,19,Entrance 1,0,1,inf,0.5,2.618237095095343,0.17827878158785618,0.13618230520209185,0.0,0.06809115260104592,41,0,0
WL-BASE-NO-REN-REP19,19,Entrance 2,0,1,inf,0.5,2.157156901086176,0.1576308582535453,0.14614686411931807,0.0,0.07307343205965904,44,0,0
WL-BASE-NO-REN-REP19,19,Grill,0,3,10,0.3333333333333333,3.408790097468464,0.809548972677251,0.23748865419389187,0.0,0.23748865419389187,143,0,0
WL-BASE-NO-REN-REP19,19,Beverage,0,3,10,0.3,3.6462087107074788,0.8659331996159647,0.26387628243765765,0.0,0.23748865419389187,143,0,0
WL-BASE-NO-REN-REP19,19,Dessert,0,3,10,0.25,3.9701231724345365,0.9428592092054626,0.31665153892518916,0.0,0.23748865419389187,143,0,0
WL-BASE-NO-REN-REP20,20,Entrance 1,0,1,inf,0.5,1.9808649177506805,0.148768080192971,0.15020517437594957,0.0,0.07510258718797479,47,0,0
WL-BASE-NO-REN-REP20,20,Entrance 2,0,1,inf,0.5,2.711372744432727,0.2512894523488452,0.18535957688946966,0.0,0.09267978844473483,58,0,0
WL-BASE-NO-REN-REP20,20,Grill,0,3,10,0.3333333333333333,2.8538259820425886,0.7752351380438811,0.27164765578629174,0.0,0.27164765578629174,170,0,0
WL-BASE-NO-REN-REP20,20,Beverage,0,3,10,0.3,3.5584421995255253,1.046248333190535,0.3266873768933182,0.0,0.29401863920398635,184,0,0
WL-BASE-NO-REN-REP20,20,Dessert,0,3,10,0.25,3.9272099962221785,1.1358467497354037,0.3856331427240691,0.0,0.28922485704305184,181,0,0
WL-BASE-NO-REN-REP21,21,Entrance 1,0,1,inf,0.5,1.83496270118494,0.15317873868275625,0.16695569733797858,0.0,0.08347784866898929,51,0,0
WL-BASE-NO-REN-REP21,21,Entrance 2,0,1,inf,0.5,2.8485747316419334,0.21447986190263443,0.15058749171660812,0.0,0.07529374585830406,46,0,0
WL-BASE-NO-REN-REP21,21,Grill,0,3,10,0.3333333333333333,3.291622299169151,0.8943739803034343,0.27171221331474943,0.0,0.27171221331474943,166,0,0
WL-BASE-NO-REN-REP21,21,Beverage,0,3,10,0.3,2.8217505281419615,0.8128910742803539,0.3200893543734666,0.0,0.2880804189361199,176,0,0
WL-BASE-NO-REN-REP21,21,Dessert,0,3,10,0.25,4.107855847214175,1.136326072975544,0.3688302333348808,0.0,0.2766226750011606,169,0,0
WL-BASE-NO-REN-REP22,22,Entrance 1,0,1,inf,0.5,2.273650219768995,0.15571585912425595,0.13697433120568284,0.0,0.06848716560284142,42,0,0
WL-BASE-NO-REN-REP22,22,Entrance 2,0,1,inf,0.5,2.6165851670772744,0.2517368475581435,0.19241632240798304,0.0,0.09620816120399152,59,0,0
WL-BASE-NO-REN-REP22,22,Grill,0,3,10,0.3333333333333333,3.354882980812755,0.8315356379840897,0.24785831361028324,0.0,0.24785831361028324,152,0,0
WL-BASE-NO-REN-REP22,22,Beverage,0,3,10,0.3,3.356301482907316,1.0070213782623845,0.3333766791249424,0.0,0.30003901121244814,184,0,0
WL-BASE-NO-REN-REP22,22,Dessert,0,3,10,0.25,4.7182260320565685,1.2386953891681998,0.3500455130811895,0.0,0.2625341348108921,161,0,0
WL-BASE-NO-REN-REP23,23,Entrance 1,0,1,inf,0.5,1.9041304262557353,0.12481309632146788,0.13109721330056073,0.0,0.06554860665028037,41,0,0
WL-BASE-NO-REN-REP23,23,Entrance 2,0,1,inf,0.5,2.9968164148740373,0.3114247347514466,0.20783704547649873,0.0,0.10391852273824936,65,0,0
WL-BASE-NO-REN-REP23,23,Grill,0,3,10,0.3333333333333333,3.0990605787694436,0.7431918397432262,0.23981197554980624,0.0,0.23981197554980624,150,0,0
WL-BASE-NO-REN-REP23,23,Beverage,0,3,10,0.3,3.3420318122549277,0.737342511147381,0.24514113056202416,0.0,0.22062701750582173,138,0,0
WL-BASE-NO-REN-REP23,23,Dessert,0,3,10,0.25,4.05113712282706,0.8614065943615064,0.28351104664999316,0.0,0.21263328498749487,133,0,0
WL-BASE-NO-REN-REP24,24,Entrance 1,0,1,inf,0.5,2.217135745730824,0.18525633997301352,0.1671132138207878,0.0,0.0835566069103939,51,0,0
WL-BASE-NO-REN-REP24,24,Entrance 2,0,1,inf,0.5,1.9481891551857007,0.12448194003236891,0.12779245762766125,0.0,0.06389622881383063,39,0,0
WL-BASE-NO-REN-REP24,24,Grill,0,3,10,0.3333333333333333,3.2715749077176883,0.7396845960550268,0.22609434811047763,0.0,0.22609434811047763,138,0,0
WL-BASE-NO-REN-REP24,24,Beverage,0,3,10,0.3,2.995143500000859,0.7507920842093795,0.27852202303464635,0.0,0.2506698207311817,153,0,0
WL-BASE-NO-REN-REP24,24,Dessert,0,3,10,0.25,3.989073297150756,1.0718314201174715,0.3582557786484863,0.0,0.2686918339863647,164,0,0
WL-BASE-NO-REN-REP25,25,Entrance 1,0,1,inf,0.5,2.918069780706408,0.23845620559757966,0.16343420378374504,0.0,0.08171710189187252,52,0,0
WL-BASE-NO-REN-REP25,25,Entrance 2,0,1,inf,0.5,1.6473106156564339,0.13720216960845158,0.16657716924112473,0.0,0.08328858462056236,53,0,0
WL-BASE-NO-REN-REP25,25,Grill,0,3,10,0.3333333333333333,2.9914767329140943,0.7850760211816934,0.26243761569120594,0.0,0.26243761569120594,167,0,0
WL-BASE-NO-REN-REP25,25,Beverage,0,3,10,0.3,3.7202168314227007,1.1283275040294807,0.3369957407079358,0.0,0.3032961666371422,193,0,0
WL-BASE-NO-REN-REP25,25,Dessert,0,3,10,0.25,4.35910938853416,1.3289514326109386,0.40649019915444273,0.0,0.30486764936583205,194,0,0
WL-BASE-NO-REN-REP26,26,Entrance 1,0,1,inf,0.5,2.523346539558994,0.1467233691229232,0.11629268261232648,0.0,0.05814634130616324,38,0,0
WL-BASE-NO-REN-REP26,26,Entrance 2,0,1,inf,0.5,2.281062967430124,0.1570683148164965,0.13771501888301818,0.0,0.06885750944150909,45,0,0
WL-BASE-NO-REN-REP26,26,Grill,0,3,10,0.3333333333333333,2.6164604968393337,0.5845286931379933,0.22340436396578506,0.0,0.22340436396578506,146,0,0
WL-BASE-NO-REN-REP26,26,Beverage,0,3,10,0.3,3.2738896498218346,0.841612379899446,0.28563115027588964,0.0,0.25706803524830063,168,0,0
WL-BASE-NO-REN-REP26,26,Dessert,0,3,10,0.25,3.845261252930891,1.0061454295092802,0.34887804783697945,0.0,0.2616585358777346,171,0,0
WL-BASE-NO-REN-REP27,27,Entrance 1,0,1,inf,0.5,2.0806315958892845,0.15457996271037974,0.14858946006182377,0.0,0.07429473003091189,47,0,0
WL-BASE-NO-REN-REP27,27,Entrance 2,0,1,inf,0.5,3.128657397935304,0.28189866242792905,0.18020423879838204,0.0,0.09010211939919102,57,0,0
WL-BASE-NO-REN-REP27,27,Grill,0,3,10,0.3333333333333333,3.041625164868147,0.7885145140122026,0.25924118563977766,0.0,0.25924118563977766,164,0,0
WL-BASE-NO-REN-REP27,27,Beverage,0,3,10,0.3,4.131813080901003,0.9078531765178409,0.24413634691008876,0.0,0.21972271221907985,139,0,0
WL-BASE-NO-REN-REP27,27,Dessert,0,3,10,0.25,3.8153705571666787,0.8986346149228863,0.31404013544981196,0.0,0.235530101587359,149,0,0
WL-BASE-NO-REN-REP28,28,Entrance 1,0,1,inf,0.5,2.293388373342673,0.16005883384376243,0.13958284231682272,0.0,0.06979142115841136,47,0,0
WL-BASE-NO-REN-REP28,28,Entrance 2,0,1,inf,0.5,2.772012235917217,0.2263924901643456,0.16334162398777127,0.0,0.08167081199388564,55,0,0
WL-BASE-NO-REN-REP28,28,Grill,0,3,10,0.3333333333333333,3.0077972552157086,0.701216933290768,0.23313304514618263,0.0,0.23313304514618263,157,0,0
WL-BASE-NO-REN-REP28,28,Beverage,0,3,10,0.3,3.796915203190484,1.003587132609751,0.29368494009922513,0.0,0.2643164460893026,178,0,0
WL-BASE-NO-REN-REP28,28,Dessert,0,3,10,0.25,4.9821548048472994,1.2798748493029706,0.3425224357561749,0.0,0.2568918268171312,173,0,0
WL-BASE-NO-REN-REP29,29,Entrance 1,0,1,inf,0.5,2.020762931737148,0.14934444431130608,0.147809960253895,0.0,0.0739049801269475,46,0,0
WL-BASE-NO-REN-REP29,29,Entrance 2,0,1,inf,0.5,2.4274892482614643,0.19500385288167635,0.16066300027597283,0.0,0.08033150013798641,50,0,0
WL-BASE-NO-REN-REP29,29,Grill,0,3,10,0.3333333333333333,3.118518121691402,0.8717930314519217,0.2795536204801927,0.0,0.2795536204801927,174,0,0
WL-BASE-NO-REN-REP29,29,Beverage,0,3,10,0.3,3.5747143134563624,0.8097973006884026,0.2517053670990241,0.0,0.22653483038912167,141,0,0
WL-BASE-NO-REN-REP29,29,Dessert,0,3,10,0.25,4.065784294940175,1.051685976313031,0.3448899072590883,0.0,0.2586674304443162,161,0,0
WL-BASE-NO-REN-REP30,30,Entrance 1,0,1,inf,0.5,2.202114882888234,0.18847655039280495,0.17117776357390058,0.0,0.08558888178695029,58,0,0
WL-BASE-NO-REN-REP30,30,Entrance 2,0,1,inf,0.5,2.4759351303207136,0.16806854969541615,0.1357616745586108,0.0,0.0678808372793054,46,0,0
WL-BASE-NO-REN-REP30,30,Grill,0,3,10,0.3333333333333333,3.4750226573873313,1.0512375379856918,0.30251242700560016,0.0,0.30251242700560016,205,0,0
WL-BASE-NO-REN-REP30,30,Beverage,0,3,10,0.3,3.548313169140934,0.9372691722659678,0.29349444137670694,0.0,0.2641449972390362,179,0,0
WL-BASE-NO-REN-REP30,30,Dessert,0,3,10,0.25,3.866966519720506,1.0157334927382866,0.3502257691511989,0.0,0.26266932686339917,178,0,0
WL-BASE-REN-REP01,1,Entrance 1,1,1,inf,0.5,1.9114488640221243,0.1733901402880815,0.18142273492289937,0.0,0.09071136746144969,57,0,1
WL-BASE-REN-REP01,1,Entrance 2,1,1,inf,0.5,1.9552682874487657,0.16469612724359267,0.16846396814269227,0.0,0.08423198407134613,56,0,4
WL-BASE-REN-REP01,1,Grill,1,3,10,0.3333333333333333,3.0292228088887976,0.922492309783334,0.3045310193348668,0.0,0.3045310193348668,194,0,6
WL-BASE-REN-REP01,1,Beverage,1,3,10,0.3,3.4003503863938787,0.9749236912753713,0.3185696833467579,0.0,0.28671271501208206,182,0,5
WL-BASE-REN-REP01,1,Dessert,1,3,10,0.25,4.093410342590488,1.1537407117456615,0.37580423662600587,0.0,0.2818531774695044,175,0,1
WL-BASE-REN-REP02,2,Entrance 1,1,1,inf,0.5,1.8032705023183597,0.11221904523484684,0.12446168790602781,0.0,0.062230843953013905,43,0,4
WL-BASE-REN-REP02,2,Entrance 2,1,1,inf,0.5,2.366793125705172,0.1510641371023842,0.1276530132369516,0.0,0.0638265066184758,40,0,0
WL-BASE-REN-REP02,2,Grill,1,3,10,0.3333333333333333,3.114712396398964,0.5119131193122732,0.16435325454257518,0.0,0.16435325454257518,103,0,0
WL-BASE-REN-REP02,2,Beverage,1,3,10,0.3,3.8869858417160854,0.8000990463558884,0.22871164871620497,0.0,0.20584048384458445,130,0,1
WL-BASE-REN-REP02,2,Dessert,1,3,10,0.25,4.03473748125836,0.6759983961972913,0.2233927731646653,0.0,0.16754457987349897,106,0,1
WL-BASE-REN-REP03,3,Entrance 1,1,1,inf,0.5,2.141983847935934,0.16237666069865553,0.15161333812589248,0.0,0.07580666906294624,49,0,1
WL-BASE-REN-REP03,3,Entrance 2,1,1,inf,0.5,2.3715315821468894,0.14232417860760652,0.12002722601633155,0.0,0.060013613008165774,40,0,2
WL-BASE-REN-REP03,3,Grill,1,3,10,0.3333333333333333,2.864897684329531,0.5157985828060282,0.18004083902449733,0.0,0.18004083902449733,114,0,0
WL-BASE-REN-REP03,3,Beverage,1,3,10,0.3,3.239008428919773,0.5831537951501349,0.20004537669388595,0.0,0.18004083902449733,116,0,2
WL-BASE-REN-REP03,3,Dessert,1,3,10,0.25,3.9938768920287595,0.8199817812121338,0.2737463049495281,0.0,0.2053097287121461,130,0,0
WL-BASE-REN-REP04,4,Entrance 1,1,1,inf,0.5,1.7430331267191082,0.11145658311370572,0.12788808359999354,0.0,0.06394404179999677,48,0,3
WL-BASE-REN-REP04,4,Entrance 2,1,1,inf,0.5,1.686963352549079,0.10547411612756186,0.12504612618666033,0.0,0.06252306309333017,47,0,3
WL-BASE-REN-REP04,4,Grill,1,3,10,0.3333333333333333,3.2823224506876985,0.6576395538285715,0.20035799763998985,0.0,0.20035799763998985,141,0,0
WL-BASE-REN-REP04,4,Beverage,1,3,10,0.3,3.134235168066629,0.6546911710197165,0.23209318875554386,0.0,0.20888386987998944,149,0,2
WL-BASE-REN-REP04,4,Dessert,1,3,10,0.25,4.235612808324545,0.8125266073923191,0.255776167199987,0.0,0.19183212539999028,140,0,5
WL-BASE-REN-REP05,5,Entrance 1,1,1,inf,0.5,2.39614554819773,0.1652525416216007,0.13793197307725819,0.0,0.06896598653862909,47,0,4
