Workload,Replication,AllowReneging,LambdaInput,SimDuration,Warmup,E_r_sim,E_r_ci95,lambda_effective,E_N_sim,P_reject_N_max,total_in,total_out,total_rejected,total_reneged
WL-BASE-NO-REN-REP14,14,0,0.16666666666666666,600.0,51,21.57197915495011,3.638346476632981,0.1668372506621962,3.599009693554083,0.0,108,108,0,0
WL-BASE-NO-REN-REP15,15,0,0.16666666666666666,600.0,51,16.962712644103657,3.116617286674441,0.16770587087564143,2.8447464963926583,0.0,102,102,0,0
WL-BASE-NO-REN-REP16,16,0,0.16666666666666666,600.0,51,21.269185901353406,4.634814377273771,0.148356850661981,3.1554294364689994,0.0,93,93,0,0
WL-BASE-NO-REN-REP17,17,0,0.16666666666666666,600.0,51,17.35327628910457,3.3912258421080743,0.14643012076082276,2.541042342609505,0.0,97,97,0,0
WL-BASE-NO-REN-REP18,18,0,0.16666666666666666,600.0,51,16.288423349148566,3.515196412531026,0.14674935941658612,2.3903156923937163,0.0,99,99,0,0
WL-BASE-NO-REN-REP19,19,0,0.16666666666666666,600.0,51,21.406398207378185,3.906138912631099,0.14116458466070497,3.021825312026201,0.0,85,85,0,0
WL-BASE-NO-REN-REP20,20,0,0.16666666666666666,600.0,51,19.997250672834504,3.9351769380389903,0.16778237563270962,3.355186224010974,0.0,105,105,0,0
WL-BASE-NO-REN-REP21,21,0,0.16666666666666666,600.0,51,20.533593520376133,3.6194971627878196,0.15877159452729336,3.2601513846054178,0.0,97,97,0,0
WL-BASE-NO-REN-REP22,22,0,0.16666666666666666,600.0,51,21.48181535343291,3.685112466215855,0.16469532680683294,3.5379546000376747,0.0,101,101,0,0
WL-BASE-NO-REN-REP23,23,0,0.16666666666666666,600.0,51,17.202782727838688,3.2642912078195234,0.16946712938852973,2.9153062063814033,0.0,106,106,0,0
WL-BASE-NO-REN-REP24,24,0,0.16666666666666666,600.0,51,19.36939333719268,3.8241066435749573,0.14745283572422452,2.8560719738269613,0.0,90,90,0,0
WL-BASE-NO-REN-REP25,25,0,0.16666666666666666,600.0,51,22.499950725767643,3.9261587039835875,0.16500568651243488,3.7126198160012476,0.0,105,105,0,0
WL-BASE-NO-REN-REP26,26,0,0.16666666666666666,600.0,51,21.480681679719307,4.415577796034402,0.12700385074767234,2.7281292900093304,0.0,83,83,0,0
WL-BASE-NO-REN-REP27,27,0,0.16666666666666666,600.0,51,18.538024360181222,3.2183236740501204,0.1643968494301029,3.0475927994722922,0.0,104,104,0,0
WL-BASE-NO-REN-REP28,28,0,0.16666666666666666,600.0,51,22.69431842113239,3.7088574521268733,0.151462233152297,3.437332147934023,0.0,102,102,0,0
WL-BASE-NO-REN-REP29,29,0,0.16666666666666666,600.0,51,19.466144429342393,3.7439927109029276,0.15423648026493392,3.0023896011106213,0.0,96,96,0,0
WL-BASE-NO-REN-REP30,30,0,0.16666666666666666,600.0,51,21.43047566246487,4.4748686108534494,0.1534697190662557,3.2889290793747135,0.0,104,104,0,0
WL-BASE-REN-REP01,1,1,0.16666666666666666,600.0,51,18.461361476720224,2.9088462560305404,0.18304258077042526,3.379215249234579,0.0,113,113,0,17
WL-BASE-REN-REP02,2,1,0.16666666666666666,600.0,51,16.14531533225507,2.885362878353003,0.13244000123333727,2.1382855825164806,0.0,83,83,0,6
WL-BASE-REN-REP03,3,1,0.16666666666666666,600.0,51,16.327660739100804,3.229853558061434,0.14055819888754617,2.2949865855349096,0.0,89,89,0,5
WL-BASE-REN-REP04,4,1,0.16666666666666666,600.0,51,17.563613922064437,3.9722473991052345,0.1349929771333265,2.3709645325598196,0.0,95,95,0,13
WL-BASE-REN-REP05,5,1,0.16666666666666666,600.0,51,19.497552693455084,3.554607123270485,0.17963233703084788,3.5023909567074396,0.0,112,112,0,15
WL-BASE-REN-REP06,6,1,0.16666666666666666,600.0,51,18.395010850071674,3.7491270848324607,0.15246162304836489,2.8045332101942098,0.0,92,92,0,13
WL-BASE-REN-REP07,7,1,0.16666666666666666,600.0,51,17.468284370214207,3.667800176557186,0.16092352414668065,2.81105788165125,0.0,98,98,0,9
WL-BASE-REN-REP08,8,1,0.16666666666666666,600.0,51,16.152055812765635,2.7009667854598307,0.18206321487482946,2.940695208109788,0.0,111,111,0,11
WL-BASE-REN-REP09,9,1,0.16666666666666666,600.0,51,15.511592155701942,2.7399293099952575,0.17814271523614192,2.763277144252384,0.0,109,109,0,15
WL-BASE-REN-REP10,10,1,0.16666666666666666,600.0,51,16.659952006563135,3.357180269229494,0.16902450878843814,2.815940204348288,0.0,106,106,0,16
WL-BASE-REN-REP11,11,1,0.16666666666666666,600.0,51,17.164050361792853,3.104093998454568,0.17091893910989103,2.9336612786663756,0.0,111,111,0,9
WL-BASE-REN-REP12,12,1,0.16666666666666666,600.0,51,19.439015666247542,4.84789286279148,0.13778588045838,2.6784218888181597,0.0,87,87,0,11
WL-BASE-REN-REP13,13,1,0.16666666666666666,600.0,51,18.404712438795954,4.00848544621341,0.15724263876727224,2.894005549629114,0.0,96,96,0,8
WL-BASE-REN-REP14,14,1,0.16666666666666666,600.0,51,17.950680689040155,3.944999418906393,0.178531365413485,3.2047595335158165,0.0,108,108,0,20
WL-BASE-REN-REP15,15,1,0.16666666666666666,600.0,51,14.773801374010157,2.972617252675574,0.16563991604157552,2.4471312192059553,0.0,102,102,0,10
WL-BASE-REN-REP16,16,1,0.16666666666666666,600.0,51,20.277220307887056,4.587928358887978,0.1291667099089622,2.6191418332689644,0.0,93,93,0,10
WL-BASE-REN-REP17,17,1,0.16666666666666666,600.0,51,16.455334161097344,2.964118204555416,0.15301772658274684,2.5179578234905273,0.0,97,97,0,2
WL-BASE-REN-REP18,18,1,0.16666666666666666,600.0,51,16.68403504352941,3.846502739066838,0.15498818552224727,2.585828318586211,0.0,99,99,0,4
WL-BASE-REN-REP19,19,1,0.16666666666666666,600.0,51,18.33339278089098,4.265046253764441,0.1403725901442645,2.573505830785827,0.0,85,85,0,5
WL-BASE-REN-REP20,20,1,0.16666666666666666,600.0,51,17.496936902040005,3.6342051264310555,0.1727491421555664,3.022580840177484,0.0,105,105,0,9
WL-BASE-REN-REP21,21,1,0.16666666666666666,600.0,51,19.06435162755249,4.077619618607105,0.15445110666679904,2.9445102067604734,0.0,97,97,0,10
WL-BASE-REN-REP22,22,1,0.16666666666666666,600.0,51,18.868168876476624,3.8247368622265965,0.16469532680683294,3.1074992393578316,0.0,101,101,0,14
WL-BASE-REN-REP23,23,1,0.16666666666666666,600.0,51,15.075551547744093,2.7087087007840998,0.17454427772174824,2.6313512561579766,0.0,106,106,0,7
WL-BASE-REN-REP24,24,1,0.16666666666666666,600.0,51,18.341518876577343,3.4510521243131933,0.14345670537894933,2.6312138696795935,0.0,90,90,0,16
WL-BASE-REN-REP25,25,1,0.16666666666666666,600.0,51,19.2955209783242,3.8991977068924193,0.16589159280491414,3.2009647090948365,0.0,105,105,0,16
WL-BASE-REN-REP26,26,1,0.16666666666666666,600.0,51,19.800205311076198,4.0001001171511,0.13086974919514585,2.591247903072937,0.0,83,83,0,5
WL-BASE-REN-REP27,27,1,0.16666666666666666,600.0,51,14.51987349349019,2.5033920842091786,0.1656387110289178,2.405053129764665,0.0,104,104,0,7
WL-BASE-REN-REP28,28,1,0.16666666666666666,600.0,51,18.730058578159813,3.6251815367071885,0.16585988974333055,3.106565450659709,0.0,102,102,0,12
WL-BASE-REN-REP29,29,1,0.16666666666666666,600.0,51,16.43390832523257,3.48178118095579,0.15643820841710557,2.5708911756903388,0.0,96,96,0,12
WL-BASE-REN-REP30,30,1,0.16666666666666666,600.0,51,17.57373916563384,3.0702616181500364,0.16457894932959252,2.892267527672327,0.0,104,104,0,10
WL-STRESS-NO-REN-X100-REP01,1,0,16.666666666666664,600.0,51,98.6089830546419,2.748851740989254,0.8545220059763361,84.26354600713913,0.9320562705776714,681,681,9342,0
WL-STRESS-NO-REN-X100-REP02,2,0,16.666666666666664,600.0,51,96.92037554752662,2.520149424678154,0.8819763509865512,85.4814791616537,0.9314785686197404,697,697,9475,0
WL-STRESS-NO-REN-X100-REP03,3,0,16.666666666666664,600.0,51,99.64223986819219,4.90244890970338,0.8496153159285064,84.65757310543812,0.929957974784871,700,700,9294,0
WL-STRESS-NO-REN-X100-REP04,4,0,16.666666666666664,600.0,51,97.16377306033698,3.345002706947994,0.9001776702567191,87.46465886680672,0.9294279536072342,718,718,9456,0
WL-STRESS-NO-REN-X100-REP05,5,0,16.666666666666664,600.0,51,103.6333858333216,5.012894916927069,0.7538816426198877,78.12730714228508,0.9334727616771238,668,668,9373,0
WL-STRESS-NO-REN-X100-REP06,6,0,16.666666666666664,600.0,51,97.44332608981013,2.6550170655037535,0.9036214182824047,88.05187652342907,0.9315231394311763,691,691,9400,0
WL-STRESS-NO-REN-X100-REP07,7,0,16.666666666666664,600.0,51,104.61558182736826,2.7051924708215713,0.8535340790870349,89.29296429317712,0.9348345954563572,654,654,9382,0
WL-STRESS-NO-REN-X100-REP08,8,0,16.666666666666664,600.0,51,99.87777327000308,3.043416860205731,0.8977222200928128,89.66249635787375,0.9306613226452906,692,692,9288,0
WL-STRESS-NO-REN-X100-REP09,9,0,16.666666666666664,600.0,51,101.62762682475622,2.6619153538135887,0.8554347431802048,86.93580285284904,0.9313261504380224,682,682,9249,0
WL-STRESS-NO-REN-X100-REP10,10,0,16.666666666666664,600.0,51,97.17879017401057,2.9624707047288497,0.912125693060743,88.63927133827391,0.9328845574198734,668,668,9285,0
WL-STRESS-NO-REN-X100-REP11,11,0,16.666666666666664,600.0,51,98.55152755948765,3.2536405997676128,0.8863032523145356,87.34653939653948,0.9309996973670938,684,684,9229,0
WL-STRESS-NO-REN-X100-REP12,12,0,16.666666666666664,600.0,51,108.92510991133673,4.935642632170759,0.826634226109739,90.04122393547611,0.9358681624143751,646,646,9427,0
WL-STRESS-NO-REN-X100-REP13,13,0,16.666666666666664,600.0,51,98.9681486762335,2.7995034543392556,0.8893245452968832,88.01480382036569,0.930935960591133,701,701,9449,0
WL-STRESS-NO-REN-X100-REP14,14,0,16.666666666666664,600.0,51,98.27709244768758,3.4263346214097403,0.8857307545515222,87.04704324882002,0.9323098394975575,679,679,9352,0
WL-STRESS-NO-REN-X100-REP15,15,0,16.666666666666664,600.0,51,101.32177349574796,2.944457173989486,0.8885037132244984,90.02477198146363,0.9333731700029877,669,669,9372,0
WL-STRESS-NO-REN-X100-REP16,16,0,16.666666666666664,600.0,51,103.21184484501721,3.0077608524620754,0.8640643919514787,89.18167995820015,0.9331985851440121,661,661,9234,0
WL-STRESS-NO-REN-X100-REP17,17,0,16.666666666666664,600.0,51,98.7256447511771,5.186529372508976,0.9176787712951378,90.59842837058046,0.929117233058516,705,705,9241,0
WL-STRESS-NO-REN-X100-REP18,18,0,16.666666666666664,600.0,51,100.25960906925283,4.89479669889288,0.881409303174033,88.3697521662311,0.9294034946776462,703,703,9255,0
WL-STRESS-NO-REN-X100-REP19,19,0,16.666666666666664,600.0,51,101.3004261197374,3.8102882214288547,0.8596469198333169,87.08259929163474,0.9327511793636455,670,670,9293,0
WL-STRESS-NO-REN-X100-REP20,20,0,16.666666666666664,600.0,51,96.9791167253182,3.015549438577661,0.8894459241803311,86.25768010194285,0.9312625250501002,686,686,9294,0
WL-STRESS-NO-REN-X100-REP21,21,0,16.666666666666664,600.0,51,98.88145154602032,2.858433721159974,0.8993678323965795,88.93079674117169,0.9306208137558732,694,694,9309,0
WL-STRESS-NO-REN-X100-REP22,22,0,16.666666666666664,600.0,51,104.15970879807662,2.7221048777320953,0.8518396860209768,88.72737363858997,0.9345118521494576,652,652,9304,0
WL-STRESS-NO-REN-X100-REP23,23,0,16.666666666666664,600.0,51,103.2647741245779,3.865254483824374,0.8614148815774956,88.9538131736501,0.9342942345924453,661,661,9399,0
WL-STRESS-NO-REN-X100-REP24,24,0,16.666666666666664,600.0,51,97.11988903798013,3.1373640146643234,0.9245798389537979,89.79509136594639,0.9304973037747154,696,696,9318,0
WL-STRESS-NO-REN-X100-REP25,25,0,16.666666666666664,600.0,51,94.8759018534971,3.742275400866743,0.9217450557106405,87.45139343954894,0.9301998593954002,695,695,9262,0
WL-STRESS-NO-REN-X100-REP26,26,0,16.666666666666664,600.0,51,110.0250920203612,4.379145195167236,0.7962742012192828,87.6101422625912,0.9356887653830885,648,648,9428,0
WL-STRESS-NO-REN-X100-REP27,27,0,16.666666666666664,600.0,51,93.81870335661671,2.670764544459829,0.9423153604753086,88.40680527281631,0.9295577346407845,704,704,9290,0
WL-STRESS-NO-REN-X100-REP28,28,0,16.666666666666664,600.0,51,99.1431713569569,2.8908401569978732,0.8489344099598166,84.16604967746319,0.9313141683778234,669,669,9071,0
WL-STRESS-NO-REN-X100-REP29,29,0,16.666666666666664,600.0,51,94.99065602447271,2.8154090025253296,0.9254708886456321,87.91108684400032,0.9280161534578496,713,713,9192,0
WL-STRESS-NO-REN-X100-REP30,30,0,16.666666666666664,600.0,51,102.39753439462902,2.5995572445281923,0.8467406930103493,86.70415923585925,0.9344393363981611,656,656,9350,0
WL-STRESS-REN-X100-REP01,1,1,16.666666666666664,600.0,51,3.4601765365530492,0.10478026231411362,15.09576207249922,52.23400172464923,0.0,10023,10023,0,9755
WL-STRESS-REN-X100-REP02,2,1,16.666666666666664,600.0,51,3.4389431983656307,0.10447516272885715,15.097430750045305,51.919206790664425,0.0,10172,10172,0,9927
WL-STRESS-REN-X100-REP03,3,1,16.666666666666664,600.0,51,3.458058584395149,0.1019504224391253,15.37652505075682,53.17292444993667,0.0,9994,9994,0,9735
WL-STRESS-REN-X100-REP04,4,1,16.666666666666664,600.0,51,3.5032929878859664,0.1068512580890214,15.833549354344237,55.46956242642054,0.0,10174,10174,0,9907
WL-STRESS-REN-X100-REP05,5,1,16.666666666666664,600.0,51,3.46636098100261,0.10530101884265171,15.33657566907733,53.16210748148366,0.0,10041,10041,0,9787
WL-STRESS-REN-X100-REP06,6,1,16.666666666666664,600.0,51,3.4785233131206947,0.10229386559393666,14.789813318337645,51.44671042454044,0.0,10091,10091,0,9853
WL-STRESS-REN-X100-REP07,7,1,16.666666666666664,600.0,51,3.5015394800848214,0.10395331423781826,15.485556165658096,54.22328628512275,0.0,10036,10036,0,9782
WL-STRESS-REN-X100-REP08,8,1,16.666666666666664,600.0,51,3.5093645384856367,0.10380944290605533,15.558942068771481,54.60199955249899,0.0,9980,9980,0,9703
WL-STRESS-REN-X100-REP09,9,1,16.666666666666664,600.0,51,3.4131007770255484,0.10467717290063998,14.948275330927707,51.01997014718119,0.0,9931,9931,0,9659
WL-STRESS-REN-X100-REP10,10,1,16.666666666666664,600.0,51,3.514340661453404,0.10710726295800556,15.361541744273415,53.98569077451391,0.0,9953,9953,0,9709
WL-STRESS-REN-X100-REP11,11,1,16.666666666666664,600.0,51,3.5428063934168907,0.10975629579060947,14.969605208156262,53.03441303838279,0.0,9913,9913,0,9658
WL-STRESS-REN-X100-REP12,12,1,16.666666666666664,600.0,51,3.4985272227366764,0.10291331744030899,15.82403714934668,55.360824740585834,0.0,10073,10073,0,9840
WL-STRESS-REN-X100-REP13,13,1,16.666666666666664,600.0,51,3.4414641876298333,0.10238130995147095,15.368738803702932,52.89096420198061,0.0,10150,10150,0,9877
WL-STRESS-REN-X100-REP14,14,1,16.666666666666664,600.0,51,3.5140643319293363,0.10783204109301132,15.680712972519103,55.10303415595102,0.0,10031,10031,0,9804
WL-STRESS-REN-X100-REP15,15,1,16.666666666666664,600.0,51,3.4753419742046296,0.10379092590957113,15.918995209538876,55.32395223887288,0.0,10041,10041,0,9771
WL-STRESS-REN-X100-REP16,16,1,16.666666666666664,600.0,51,3.501539214765122,0.10737309338282831,15.565107346909263,54.501833757231495,0.0,9895,9895,0,9651
WL-STRESS-REN-X100-REP17,17,1,16.666666666666664,600.0,51,3.4531559232350744,0.10604361542845832,14.966104265884162,51.68029159349161,0.0,9946,9946,0,9680
WL-STRESS-REN-X100-REP18,18,1,16.666666666666664,600.0,51,3.4430526976778357,0.10637249436620935,15.208749178449763,52.36452488716702,0.0,9958,9958,0,9693
WL-STRESS-REN-X100-REP19,19,1,16.666666666666664,600.0,51,3.457725766744803,0.10443379171223843,15.001795245154002,51.87209396659866,0.0,9963,9963,0,9698
WL-STRESS-REN-X100-REP20,20,1,16.666666666666664,600.0,51,3.4892783141893613,0.10280146323807925,15.097098395591575,52.67797803892068,0.0,9980,9980,0,9723
WL-STRESS-REN-X100-REP21,21,1,16.666666666666664,600.0,51,3.4643526163100575,0.1058257538285963,14.541391940615444,50.3765092142611,0.0,10003,10003,0,9748
WL-STRESS-REN-X100-REP22,22,1,16.666666666666664,600.0,51,3.506984399072357,0.10374347640194603,14.95111241968347,52.43331800460689,0.0,9956,9956,0,9678
WL-STRESS-REN-X100-REP23,23,1,16.666666666666664,600.0,51,3.459390423284679,0.10510659875413719,15.390894055896457,53.24311150275729,0.0,10060,10060,0,9797
WL-STRESS-REN-X100-REP24,24,1,16.666666666666664,600.0,51,3.5094814512041217,0.10560695660354705,15.260384189487784,53.55603525125602,0.0,10014,10014,0,9771
WL-STRESS-REN-X100-REP25,25,1,16.666666666666664,600.0,51,3.5333707458251213,0.10429960597588671,15.368682995465864,54.30325489803908,0.0,9957,9957,0,9713
WL-STRESS-REN-X100-REP26,26,1,16.666666666666664,600.0,51,3.475163126932124,0.10349256826728631,15.406897153659276,53.54148088883221,0.0,10076,10076,0,9836
WL-STRESS-REN-X100-REP27,27,1,16.666666666666664,600.0,51,3.5106374977139985,0.10530673212311739,15.38468658487295,54.010057615432494,0.0,9994,9994,0,9706
WL-STRESS-REN-X100-REP28,28,1,16.666666666666664,600.0,51,3.3892829703103406,0.10360277691101616,14.69006104773237,49.7887737418986,0.0,9740,9740,0,9483
WL-STRESS-REN-X100-REP29,29,1,16.666666666666664,600.0,51,3.496834181915982,0.10446122421484409,14.109737446075943,49.339412199298266,0.0,9905,9905,0,9611
WL-STRESS-REN-X100-REP30,30,1,16.666666666666664,600.0,51,3.505375199096467,0.10620338507302357,15.244636491693315,53.43817067722272,0.0,10006,10006,0,9769
WL-RAMP-3X-120M-REP01,1,0,0.16666666666666666,600.0,120.0,21.18162572067504,3.548186813249671,0.24412955680500406,5.171060899597872,0.0,150,150,0,0
WL-RAMP-3X-120M-REP02,2,0,0.16666666666666666,600.0,120.0,18.666621806401203,3.3043686044520313,0.1920883715319899,3.585640984795139,0.0,122,122,0,0
WL-RAMP-3X-120M-REP03,3,0,0.16666666666666666,600.0,120.0,17.615555740719344,3.5054670525334606,0.20942211585740414,3.6890869552254872,0.0,127,127,0,0
WL-RAMP-3X-120M-REP04,4,0,0.16666666666666666,600.0,120.0,22.986718507102026,5.419642450743308,0.2016564402700298,4.6354198276314085,0.0,132,132,0,0
WL-RAMP-3X-120M-REP05,5,0,0.16666666666666666,600.0,120.0,20.985612064630637,3.9629775085140255,0.24514594520941044,5.144537705381885,0.0,153,153,0,0
WL-RAMP-3X-120M-REP06,6,0,0.16666666666666666,600.0,120.0,23.22966860703742,5.175264278174681,0.21043449202883158,4.888323513320016,0.0,137,137,0,0
WL-RAMP-3X-120M-REP07,7,0,0.16666666666666666,600.0,120.0,24.007942893541706,5.759825187656479,0.20329321177485715,4.880651818935451,0.0,136,136,0,0
WL-RAMP-3X-120M-REP08,8,0,0.16666666666666666,600.0,120.0,17.66726715828283,3.1409064439982353,0.2478629349843864,4.379060691005242,0.0,152,152,0,0
WL-RAMP-3X-120M-REP09,9,0,0.16666666666666666,600.0,120.0,16.178324980701596,2.7115289504644244,0.24644265006161545,3.987029281802135,0.0,151,151,0,0
WL-RAMP-3X-120M-REP10,10,0,0.16666666666666666,600.0,120.0,19.43777786021164,3.8026265700112556,0.23223513569530793,4.514134978981502,0.0,142,142,0,0
WL-RAMP-3X-120M-REP11,11,0,0.16666666666666666,600.0,120.0,22.764776679679365,3.928680333363768,0.25464535701025415,5.79694468485566,0.0,159,159,0,0
WL-RAMP-3X-120M-REP12,12,0,0.16666666666666666,600.0,120.0,21.764076548024157,4.770173836523723,0.19959030469132732,4.343898669545513,0.0,130,130,0,0
WL-RAMP-3X-120M-REP13,13,0,0.16666666666666666,600.0,120.0,21.388545351966762,4.323910799335168,0.23886044474888724,5.108877455302526,0.0,146,146,0,0
WL-RAMP-3X-120M-REP14,14,0,0.16666666666666666,600.0,120.0,24.1230196561488,4.631846670629749,0.24330601616340622,5.869275810369105,0.0,150,150,0,0
WL-RAMP-3X-120M-REP15,15,0,0.16666666666666666,600.0,120.0,16.643655008529375,3.4635978020869915,0.22018099519242165,3.664616523417331,0.0,140,140,0,0
WL-RAMP-3X-120M-REP16,16,0,0.16666666666666666,600.0,120.0,17.148082544111112,3.989617474798584,0.20928903638191965,3.588905671454632,0.0,130,130,0,0
WL-RAMP-3X-120M-REP17,17,0,0.16666666666666666,600.0,120.0,22.276495887002017,3.550490368022318,0.2266203303129721,5.048306856127962,0.0,140,140,0,0
WL-RAMP-3X-120M-REP18,18,0,0.16666666666666666,600.0,120.0,21.511779002540905,3.9161763683670205,0.23011357111912487,4.950152287400093,0.0,145,145,0,0
WL-RAMP-3X-120M-REP19,19,0,0.16666666666666666,600.0,120.0,20.059944986756758,4.132290675470757,0.2027289793613479,4.066732173209985,0.0,124,124,0,0
WL-RAMP-3X-120M-REP20,20,0,0.16666666666666666,600.0,120.0,20.318916863847864,4.243609002059276,0.23804640303417002,4.836845072989322,0.0,146,146,0,0
WL-RAMP-3X-120M-REP21,21,0,0.16666666666666666,600.0,120.0,23.94233646091723,3.9874072608175872,0.2265672284446287,5.424548814438797,0.0,139,139,0,0
WL-RAMP-3X-120M-REP22,22,0,0.16666666666666666,600.0,120.0,23.763268115536153,5.290403198993918,0.2071694110505129,4.923022260131057,0.0,131,131,0,0
WL-RAMP-3X-120M-REP23,23,0,0.16666666666666666,600.0,120.0,20.18234573969231,4.086515791748404,0.20399375101485637,4.11707241171854,0.0,140,140,0,0
WL-RAMP-3X-120M-REP24,24,0,0.16666666666666666,600.0,120.0,23.030301576134086,4.98824615748159,0.19934169509821606,4.590899354809686,0.0,122,122,0,0
WL-RAMP-3X-120M-REP25,25,0,0.16666666666666666,600.0,120.0,18.424106778143667,3.8627930869940252,0.22372260876807898,4.1218892326279475,0.0,146,146,0,0
WL-RAMP-3X-120M-REP26,26,0,0.16666666666666666,600.0,120.0,23.004283044000886,5.52454777048727,0.17736011960836104,4.080042392188589,0.0,120,120,0,0
WL-RAMP-3X-120M-REP27,27,0,0.16666666666666666,600.0,120.0,21.125581213093312,3.6180923904250237,0.23974095549719712,5.064667025460627,0.0,146,146,0,0
WL-RAMP-3X-120M-REP28,28,0,0.16666666666666666,600.0,120.0,26.748260883111367,5.0104366113090135,0.23405512845913282,6.260567637055028,0.0,141,141,0,0
WL-RAMP-3X-120M-REP29,29,0,0.16666666666666666,600.0,120.0,19.615474638327875,3.8792953607309437,0.22204260917696142,4.355471168938835,0.0,136,136,0,0
WL-RAMP-3X-120M-REP30,30,0,0.16666666666666666,600.0,120.0,16.56691808958098,3.248552172829725,0.21968539339316184,3.639509917821887,0.0,133,133,0,0
